ruta,emo_enojo,emo_asco,emo_miedo,emo_feliz,emo_triste,emo_sorpresa,emo_neutro,emocion_dominante,edad_estimada,genero_estimado,confianza_rostro,dx6_pred
images\ffhq_1226.png,0.05984429836273193,0.01746458001434803,0.7049609375,0.013039463758468628,0.041581649780273434,0.024090888500213622,0.1563081455230713,fear,39,"{'Woman': np.float32(0.5533551), 'Man': np.float32(99.44665)}",0.92,Ansiedad
images\ffhq_1227.png,0.010531857013702392,8.280692418338731e-05,0.027440477162599564,0.7320053863525391,0.2549398231506348,0.09255214780569077,0.13221687078475952,happy,35,"{'Woman': np.float32(0.18073647), 'Man': np.float32(99.81926)}",0.94,Feliz
images\ffhq_1228.png,0.014320789836347103,3.106917461082048e-07,0.16311301290988922,0.11805214881896972,0.020343754440546036,0.018139444291591644,0.8797886657714844,neutral,24,"{'Woman': np.float32(2.557343), 'Man': np.float32(97.44265)}",0.95,Neutral
images\ffhq_1229.png,0.07401252537965775,3.6856323276879266e-05,0.06620033085346222,0.0020980366971343756,0.9983366394042968,2.006359864026308e-05,0.02397032640874386,sad,50,"{'Woman': np.float32(0.005472312), 'Man': np.float32(99.99453)}",0.97,Depresión
images\ffhq_123.png,0.058535041809082033,0.3538265824317932,0.15213654518127442,0.014375543221831322,0.7562307739257812,0.09766390919685364,0.028438966274261474,sad,43,"{'Woman': np.float32(99.9714), 'Man': np.float32(0.028607026)}",0.93,Depresión
images\ffhq_1230.png,0.0008623721078038216,2.3965641915424385e-08,0.029221038818359375,0.6038622665405273,0.5895437002182007,0.08929021656513214,0.36011978149414064,happy,27,"{'Woman': np.float32(69.002754), 'Man': np.float32(30.997244)}",0.0,Depresión
images\ffhq_1231.png,1.6379720496617622e-11,2.8945273712312157e-33,2.1487232948176715e-20,1.0,1.1233983574219012e-16,3.064616973819795e-13,3.1237655662152974e-07,happy,31,"{'Woman': np.float32(0.0020626297), 'Man': np.float32(99.99794)}",0.92,Feliz
images\ffhq_1232.png,0.15919382870197296,0.0016786579508334398,0.233673095703125,0.9619066619873047,0.02029102325439453,0.0010150030720978975,0.01384670615196228,happy,51,"{'Woman': np.float32(42.820957), 'Man': np.float32(57.17904)}",0.92,Feliz
images\ffhq_1233.png,0.061415895819664,2.3624766587460044e-09,0.008974127471446991,0.00010566833952907473,0.02461748570203781,0.0015712147578597069,0.999033203125,neutral,39,"{'Woman': np.float32(0.021337302), 'Man': np.float32(99.97867)}",0.9,Neutral
images\ffhq_1234.png,0.12465721368789673,9.256781936528569e-07,0.07177440822124481,0.0626317486166954,0.15190892219543456,0.0958215743303299,0.844542236328125,neutral,31,"{'Woman': np.float32(99.13845), 'Man': np.float32(0.86154866)}",0.94,Neutral
images\ffhq_1235.png,0.14971573650836945,2.192963144409532e-09,0.7240080833435059,2.347817826375831e-05,0.09321215629577637,0.0013318678829818964,0.898037109375,neutral,28,"{'Woman': np.float32(8.565458), 'Man': np.float32(91.43454)}",0.97,Ansiedad
images\ffhq_1236.png,0.05355256050825119,3.347489382576896e-06,0.32611599564552307,0.261648952960968,0.06393688917160034,0.9853408813476563,0.7606467008590698,surprise,48,"{'Woman': np.float32(0.01635603), 'Man': np.float32(99.98364)}",0.94,Ansiedad
images\ffhq_1237.png,0.0136164091527462,0.0007733904058113694,0.2456534057855606,0.006188412196934223,0.9970952606201172,2.841051172097764e-09,0.024248357862234116,sad,30,"{'Woman': np.float32(6.1202106), 'Man': np.float32(93.87979)}",0.0,Depresión
images\ffhq_1238.png,5.3391471737995744e-05,2.1693060542338216e-11,5.370913277147338e-05,0.9941158294677734,4.175740832579322e-05,6.527527148136869e-05,0.5882043242454529,happy,27,"{'Woman': np.float32(97.71279), 'Man': np.float32(2.2872114)}",0.9,Feliz
images\ffhq_1239.png,0.12365645408630371,0.0029227084014564753,0.018453502655029298,0.8407040405273437,0.12654376029968262,0.6165124177932739,0.9726150035858154,happy,35,"{'Woman': np.float32(6.7309885), 'Man': np.float32(93.269005)}",0.93,Feliz
images\ffhq_124.png,0.053133659064769745,1.958245547939441e-06,0.28068384528160095,0.014135700464248658,0.1782921403646469,0.026775384321808815,0.9804754638671875,neutral,33,"{'Woman': np.float32(94.05263), 'Man': np.float32(5.9473658)}",0.97,Neutral
images\ffhq_1240.png,4.0796416266898616e-13,3.1649961581765695e-30,6.869095214747873e-20,0.9999996185302734,2.998297749944208e-14,5.0520006201430073e-14,4.223729411023669e-05,happy,39,"{'Woman': np.float32(1.1739931), 'Man': np.float32(98.826004)}",0.94,Feliz
images\ffhq_1241.png,0.03157820180058479,0.007887681014835835,0.13106073379516603,0.22834989547729492,0.021399307250976562,0.07289699465036392,0.6180664443969727,neutral,34,"{'Woman': np.float32(0.030729158), 'Man': np.float32(99.96927)}",0.92,Neutral
images\ffhq_1242.png,0.002066789660602808,1.7425894611733383e-06,0.0039944821037352085,0.9884440612792968,0.0014854916371405125,5.2056391723454e-05,0.011479998826980592,happy,34,"{'Woman': np.float32(3.7391965), 'Man': np.float32(96.260796)}",0.0,Feliz
images\ffhq_1243.png,0.01293215062469244,6.094569293679797e-09,0.00013779404980596155,0.9744493865966797,0.07525161653757095,7.106964767444879e-05,0.024666647911071777,happy,34,"{'Woman': np.float32(99.999275), 'Man': np.float32(0.0007329766)}",0.89,Feliz
images\ffhq_1244.png,3.831249095753719e-09,9.61463975821544e-19,1.7750969097396485e-11,0.9959982299804687,1.750578348946874e-08,7.177165116445394e-06,0.40016838908195496,happy,31,"{'Woman': np.float32(77.50553), 'Man': np.float32(22.494463)}",0.9,Feliz
images\ffhq_1245.png,0.041457686424255374,0.35798025131225586,0.15691351890563965,0.006751249544322491,0.793824462890625,0.1254155933856964,0.29029399156570435,sad,40,"{'Woman': np.float32(0.056875955), 'Man': np.float32(99.94312)}",0.94,Depresión
images\ffhq_1246.png,0.11098315238952637,0.004669590853154659,0.5548092722892761,0.19264921188354492,0.27138763427734375,0.05438397824764252,0.41884143829345705,neutral,43,"{'Woman': np.float32(0.179008), 'Man': np.float32(99.821)}",0.92,Ansiedad
images\ffhq_1247.png,0.061891406774520874,0.0007267678156495094,0.017972270250320433,0.00039649984682910144,0.044233355522155765,0.0007504065870307386,0.937156753540039,neutral,25,"{'Woman': np.float32(99.99998), 'Man': np.float32(2.4511934e-05)}",0.0,Neutral
images\ffhq_1248.png,0.9334102630615234,4.056934475860086e-12,2.471263769621146e-06,0.0037972377613186836,0.011811304092407226,9.168325820763101e-11,0.054740433692932126,angry,32,"{'Woman': np.float32(83.41102), 'Man': np.float32(16.58898)}",0.0,Enojado
images\ffhq_1249.png,0.012606251053512096,0.00019242780399508774,0.1040010929107666,0.0016574263572692871,0.8870749664306641,2.5456465664319694e-06,0.877940833568573,sad,48,"{'Woman': np.float32(0.10800018), 'Man': np.float32(99.892)}",0.93,Depresión
images\ffhq_125.png,6.42936674921657e-06,1.4517035102777805e-14,0.023812222480773925,0.9078262329101563,0.020103026181459427,0.031173710823059083,0.03698676109313965,happy,32,"{'Woman': np.float32(98.4167), 'Man': np.float32(1.5832993)}",0.0,Feliz
images\ffhq_1250.png,0.43788909912109375,0.004662881139665842,0.031332981586456296,0.0008415503543801606,0.4893205642700195,2.666807995410636e-05,0.041402130126953124,sad,28,"{'Woman': np.float32(0.18564793), 'Man': np.float32(99.814354)}",0.91,Depresión
images\ffhq_1252.png,0.39563827514648436,0.01877821423113346,0.3713504791259766,0.002136931288987398,0.22944070816040038,0.004260621964931488,0.33188027143478394,angry,47,"{'Woman': np.float32(99.753395), 'Man': np.float32(0.24660972)}",0.92,Estrés
images\ffhq_1253.png,1.8358588249611785e-07,4.4747543344325624e-12,2.2716837122516154e-07,0.999814682006836,1.228514975082362e-06,9.006765253616322e-07,0.018529588356614113,happy,15,"{'Woman': np.float32(98.94524), 'Man': np.float32(1.0547624)}",0.93,Feliz
images\ffhq_1254.png,4.999214543309656e-14,1.6364314736807352e-27,9.860142828118115e-19,0.9999978637695313,1.8189524322517747e-13,1.5327104847528972e-06,0.00021746450511272997,happy,37,"{'Woman': np.float32(99.47288), 'Man': np.float32(0.52712685)}",0.92,Feliz
images\ffhq_1255.png,0.49787527322769165,6.567579475813545e-07,0.0259769968688488,0.011488798074424267,0.7679042053222657,0.0002536250976845622,0.22673980712890626,sad,25,"{'Woman': np.float32(0.0035449467), 'Man': np.float32(99.99646)}",0.93,Depresión
images\ffhq_1256.png,0.09317606687545776,0.0003942204639315605,0.0031936229206621647,0.988759765625,0.014081092551350594,0.0005310186534188688,0.010126516819000245,happy,30,"{'Woman': np.float32(0.2609691), 'Man': np.float32(99.73904)}",0.91,Feliz
images\ffhq_1257.png,0.012858953475952149,4.718090451660828e-08,0.015424840450286866,6.61994772599428e-06,0.16686441421508788,0.003424060996621847,0.8048175048828125,neutral,35,"{'Woman': np.float32(99.33819), 'Man': np.float32(0.66181314)}",0.92,Neutral
images\ffhq_1258.png,0.014586086384952068,2.2918830461932105e-12,5.578132186201401e-05,0.0960126519203186,0.025767698884010315,0.0058776638470590115,0.9985769653320312,neutral,62,"{'Woman': np.float32(0.07054123), 'Man': np.float32(99.92945)}",0.93,Neutral
images\ffhq_1259.png,0.15056027412414552,2.4082103498856977e-13,8.766131287529788e-08,0.8492495727539062,0.014773563481867313,2.969614842657925e-14,0.004245390649884939,happy,20,"{'Woman': np.float32(0.037054624), 'Man': np.float32(99.96294)}",0.95,Feliz
images\ffhq_126.png,0.45328781127929685,0.015867428779602052,0.42116188049316405,0.05993793532252312,0.10207244873046875,0.016360923647880554,0.684747040271759,angry,25,"{'Woman': np.float32(0.018399937), 'Man': np.float32(99.9816)}",0.92,Estrés
images\ffhq_1260.png,0.3113344609737396,8.709612302482128e-06,0.29420726776123046,7.457297215296421e-06,0.64932861328125,2.6139141482417472e-05,0.05335031509399414,sad,34,"{'Woman': np.float32(84.29414), 'Man': np.float32(15.705853)}",0.92,Depresión
images\ffhq_1261.png,0.020299079418182372,0.02162867598235607,0.2733577489852905,0.004147002939134836,0.2507720184326172,0.0001371535036014393,0.725936279296875,neutral,29,"{'Woman': np.float32(2.114074), 'Man': np.float32(97.88593)}",0.9,Depresión
images\ffhq_1262.png,0.0010560426162555814,2.3394670279230922e-05,0.08486851304769516,0.9103886413574219,0.2483697384595871,0.0058113704435527325,0.0862099838256836,happy,33,"{'Woman': np.float32(0.024153128), 'Man': np.float32(99.975845)}",0.92,Feliz
images\ffhq_1263.png,0.3033591842651367,0.0011656489223241806,0.24009531021118163,0.000179585738806054,0.39402309417724607,0.0010858806781470776,0.062498130798339845,sad,21,"{'Woman': np.float32(97.82011), 'Man': np.float32(2.1798904)}",0.95,Depresión
images\ffhq_1264.png,0.00010763221507659182,1.6736585450871644e-07,1.741546657285653e-05,0.9781101226806641,0.00011293665738776326,0.00031474983552470803,0.021884272098541258,happy,24,"{'Woman': np.float32(0.7251394), 'Man': np.float32(99.274864)}",0.91,Feliz
images\ffhq_1265.png,0.16197782516479492,0.04845786094665527,0.3060707473754883,0.47947177290916443,0.1039167308807373,0.8991377353668213,0.4137641143798828,neutral,38,"{'Woman': np.float32(0.029723408), 'Man': np.float32(99.970276)}",0.94,Ansiedad
images\ffhq_1266.png,0.5674676895141602,0.005201881285756826,0.022388734817504884,0.2972267532348633,0.02143897771835327,0.05402149677276611,0.03740431308746338,angry,27,"{'Woman': np.float32(1.0933392), 'Man': np.float32(98.90666)}",0.91,Enojado
images\ffhq_1267.png,1.0920176464424003e-05,1.2865815968154948e-08,2.0557901734719053e-05,0.8811721801757812,0.002066343557089567,0.0035118928644806147,0.11877175331115723,happy,28,"{'Woman': np.float32(99.789276), 'Man': np.float32(0.21072346)}",0.88,Feliz
images\ffhq_1269.png,0.3336036682128906,9.990680158167287e-13,0.004136004019528627,2.2229643946047872e-05,0.6200535202026367,1.1159758059875458e-06,0.04630120754241943,sad,27,"{'Woman': np.float32(3.5649345), 'Man': np.float32(96.435074)}",0.95,Depresión
images\ffhq_1270.png,1.7490098258576836e-08,4.301420331032091e-14,8.108433036113638e-09,0.995796890258789,3.5246245033704326e-07,0.00026370177511125803,0.42005473375320435,happy,26,"{'Woman': np.float32(7.4360447), 'Man': np.float32(92.56395)}",0.95,Feliz
images\ffhq_1271.png,0.033928513526916504,2.0070654500159435e-05,0.0712432861328125,0.6053786277770996,0.0892362117767334,0.8747469782829285,0.7907905578613281,neutral,21,"{'Woman': np.float32(4.333719), 'Man': np.float32(95.66628)}",0.9,Feliz
images\ffhq_1272.png,0.011665093898773193,2.9866520272939233e-18,2.9019561225140933e-06,0.04249232292175293,0.7048066258430481,2.2168038071868068e-08,0.9387944793701172,neutral,39,"{'Woman': np.float32(0.790875), 'Man': np.float32(99.20913)}",0.0,Depresión
images\ffhq_1275.png,0.0037029392551630735,3.201054699086825e-10,1.1309864476061193e-06,0.3221996307373047,0.010041424073278904,0.00024357055372092873,0.6776604461669922,neutral,35,"{'Woman': np.float32(0.0036828776), 'Man': np.float32(99.996315)}",0.92,Neutral
images\ffhq_1277.png,4.730659952173954e-15,2.3441787504103966e-23,3.9340871491735385e-20,1.0,1.0295299226852073e-13,2.0132432945934145e-17,2.190122785350468e-07,happy,37,"{'Woman': np.float32(99.97272), 'Man': np.float32(0.027278325)}",0.96,Feliz
images\ffhq_1278.png,0.701572597026825,1.709167634089681e-07,0.1073813533782959,0.0002632949035614729,0.8070185852050781,0.049180395901203156,0.0780898904800415,sad,32,"{'Woman': np.float32(0.24560086), 'Man': np.float32(99.7544)}",0.97,Depresión
images\ffhq_1279.png,0.00014751155686099082,1.9574231657770724e-07,0.0017083862330764532,0.9850662231445313,0.0017544555012136698,0.00579513143748045,0.014839794635772705,happy,31,"{'Woman': np.float32(0.3099373), 'Man': np.float32(99.69007)}",0.93,Feliz
images\ffhq_128.png,9.992560080718249e-05,5.157276632417052e-07,0.3619043529033661,0.9962722015380859,0.0012132112169638276,0.0014437335776165128,0.00811813399195671,happy,37,"{'Woman': np.float32(99.99994), 'Man': np.float32(5.883779e-05)}",0.93,Feliz
images\ffhq_1280.png,0.05693282127380371,8.066289410635363e-06,0.11745834350585938,0.00229025655426085,0.10433048248291016,0.003286675550043583,0.8375062561035156,neutral,30,"{'Woman': np.float32(19.221704), 'Man': np.float32(80.7783)}",0.9,Neutral
images\ffhq_1281.png,6.000013672746718e-05,5.580731987642196e-10,0.8487667083740235,0.0045167505741119385,0.013171792961657047,0.15104023933410646,0.001556204166263342,fear,27,"{'Woman': np.float32(99.87625), 'Man': np.float32(0.12374806)}",0.0,Ansiedad
images\ffhq_1282.png,8.380310876666963e-13,1.4261254131655176e-21,8.532369553731697e-14,0.9993630981445313,3.5534526432456914e-09,7.54203256292385e-07,0.06368497759103775,happy,28,"{'Woman': np.float32(99.89762), 'Man': np.float32(0.10238493)}",0.92,Feliz
images\ffhq_1283.png,0.022196550369262696,0.0011451458558440208,0.011962689161300659,0.3509644865989685,0.0669292688369751,0.0871264636516571,0.8945191192626953,neutral,45,"{'Woman': np.float32(0.84558195), 'Man': np.float32(99.15443)}",0.94,Neutral
images\ffhq_1284.png,0.00016984929970931262,2.7829735044226922e-11,9.771141776582226e-06,0.9892694091796875,0.0017371365102007985,0.5133295655250549,0.5578173995018005,happy,27,"{'Woman': np.float32(98.006645), 'Man': np.float32(1.9933548)}",0.91,Feliz
images\ffhq_1286.png,0.27825796604156494,0.00011710666149156168,0.7227908325195312,0.27390018463134763,0.02622010000050068,0.007520580198615789,0.018782537430524826,fear,52,"{'Woman': np.float32(0.00017372282), 'Man': np.float32(99.999825)}",0.95,Ansiedad
images\ffhq_1288.png,0.05567668378353119,0.0034942622296512127,0.01733156442642212,0.9390238189697265,0.10735882073640823,0.0019755088724195957,0.04195960521697998,happy,37,"{'Woman': np.float32(0.11557036), 'Man': np.float32(99.88443)}",0.96,Feliz
images\ffhq_1289.png,0.1655680239200592,7.091450981988601e-08,0.17215654253959656,0.9966204071044922,2.876467078749556e-05,3.322348902656813e-06,0.0001979786902666092,happy,40,"{'Woman': np.float32(0.039449476), 'Man': np.float32(99.96055)}",0.93,Feliz
images\ffhq_1290.png,0.015964887142181396,2.0674822280852823e-06,0.8771672058105469,0.6701781153678894,0.014384791851043702,0.3987622857093811,0.08179373741149902,fear,13,"{'Woman': np.float32(14.380005), 'Man': np.float32(85.619995)}",0.92,Ansiedad
images\ffhq_1291.png,4.1410989221057903e-11,6.683872027256204e-20,5.73823044636157e-10,0.9999968719482422,1.0229807279049652e-10,4.138113029322765e-12,0.0003119866596534848,happy,38,"{'Woman': np.float32(0.0036805249), 'Man': np.float32(99.996315)}",0.92,Feliz
images\ffhq_1292.png,0.26225522994995115,1.7414140529581346e-06,0.11472208976745606,1.3227797523995832e-07,0.6204066467285156,0.0004017227329313755,0.2612035274505615,sad,25,"{'Woman': np.float32(0.02314365), 'Man': np.float32(99.97685)}",0.91,Depresión
images\ffhq_1293.png,2.985909304697998e-05,8.132147732986539e-12,0.00011121519492007792,0.3884576797485352,0.00024358162772841752,0.0009654479217715561,0.6115288162231445,neutral,19,"{'Woman': np.float32(0.21485546), 'Man': np.float32(99.78515)}",0.93,Feliz
images\ffhq_1295.png,0.4469267272949219,0.6253392696380615,0.06640052795410156,0.007441319525241852,0.31763431549072263,0.010030861012637615,0.16261035919189454,angry,24,"{'Woman': np.float32(0.0053253435), 'Man': np.float32(99.994675)}",0.9,Estrés
images\ffhq_1296.png,0.6182345747947693,2.270011691507534e-06,0.012895441614091396,0.6838666534423828,0.8127796053886414,0.03698832541704178,0.30132429122924803,happy,31,"{'Woman': np.float32(70.97297), 'Man': np.float32(29.027029)}",0.88,Depresión
images\ffhq_1297.png,0.1642140769958496,0.006468432489782572,0.06400795936584473,0.005014043767005205,0.09702939987182617,0.1522577667236328,0.5223759841918946,neutral,28,"{'Woman': np.float32(80.71238), 'Man': np.float32(19.287617)}",0.93,Neutral
images\ffhq_1298.png,2.8243854103493504e-05,1.889810334887443e-07,6.709211447741836e-05,0.9985958862304688,0.001428227056749165,0.0013273467775434256,0.13755641877651215,happy,41,"{'Woman': np.float32(99.996185), 'Man': np.float32(0.0038171522)}",0.93,Feliz
images\ffhq_1299.png,0.0006330223986878991,8.092390646474712e-11,6.524079799419269e-05,0.9882552337646484,0.0013821549946442246,0.13618431985378265,0.010362131595611572,happy,26,"{'Woman': np.float32(0.0013915156), 'Man': np.float32(99.998604)}",0.9,Feliz
images\ffhq_13.png,4.1826741722927885e-12,3.049681742404392e-18,6.797279961112679e-10,0.9999998474121093,1.3387325452640653e-05,1.0229041186283848e-17,7.404006852063105e-10,happy,42,"{'Woman': np.float32(18.642664), 'Man': np.float32(81.357346)}",0.95,Feliz
images\ffhq_130.png,1.6318070947818342e-06,6.880350456039963e-11,1.5726835044915788e-05,0.9999459838867187,6.654110620729625e-05,8.491108746966347e-05,0.0052308812737464905,happy,39,"{'Woman': np.float32(36.369034), 'Man': np.float32(63.63097)}",0.93,Feliz
images\ffhq_1300.png,0.014763181209564208,0.0002998424752149731,0.08907279968261719,0.0756373256444931,0.012867056131362915,0.33378948211669923,0.5487480926513671,neutral,22,"{'Woman': np.float32(1.0212867), 'Man': np.float32(98.978714)}",0.94,Neutral
images\ffhq_1301.png,0.2544552981853485,9.935738489730284e-06,0.036969590932130814,0.029173938557505608,0.020866687297821044,0.03585929796099663,0.9755686950683594,neutral,18,"{'Woman': np.float32(1.2088946), 'Man': np.float32(98.79111)}",0.93,Neutral
images\ffhq_1302.png,0.04677778109908104,7.003288260420959e-08,0.20234977722167968,0.32878875732421875,0.13747207820415497,0.03557875007390976,0.4666632080078125,neutral,41,"{'Woman': np.float32(0.08195173), 'Man': np.float32(99.91805)}",0.89,Feliz
images\ffhq_1303.png,0.0003598604234866798,2.0591134131109357e-08,0.019415180683135986,0.6486504364013672,0.052184950560331345,0.30024003982543945,0.031168925762176513,happy,12,"{'Woman': np.float32(17.676868), 'Man': np.float32(82.32313)}",0.93,Feliz
images\ffhq_1304.png,0.2595735192298889,8.29827749331875e-16,7.595936767756939e-05,1.8224996892968193e-05,0.13812825202941895,1.932911330992937e-10,0.859275131225586,neutral,42,"{'Woman': np.float32(64.77566), 'Man': np.float32(35.22434)}",0.0,Neutral
images\ffhq_1305.png,1.2885045919119875e-07,1.8995304647658395e-15,1.4103503920281923e-09,0.9931440734863282,1.1179813554917928e-06,0.00028777914121747017,0.6853094696998596,happy,45,"{'Woman': np.float32(99.99746), 'Man': np.float32(0.0025354712)}",0.93,Feliz
images\ffhq_1306.png,0.12169262886047363,0.13175326585769653,0.08537257194519043,0.028558358550071716,0.7098908233642578,0.013751122169196606,0.08130336761474609,sad,31,"{'Woman': np.float32(93.033775), 'Man': np.float32(6.9662223)}",0.94,Depresión
images\ffhq_1307.png,0.0010735021205618978,7.692995859542862e-05,0.0020782873034477234,0.8996589660644532,0.13565659523010254,0.02205483987927437,0.09873160362243652,happy,39,"{'Woman': np.float32(71.97395), 'Man': np.float32(28.026045)}",0.92,Feliz
images\ffhq_1308.png,0.0034570011775940657,3.997712701675482e-05,0.18254743576049803,0.8171699523925782,0.004547914490103722,0.0020407885313034058,0.018177054822444916,happy,29,"{'Woman': np.float32(99.51403), 'Man': np.float32(0.48596674)}",0.96,Feliz
images\ffhq_1309.png,0.020661475658416747,0.047378480434417725,0.28736841678619385,0.5182651138305664,0.028889031410217286,0.006410298869013786,0.42877281188964844,happy,41,"{'Woman': np.float32(0.79190534), 'Man': np.float32(99.2081)}",0.92,Feliz
images\ffhq_131.png,9.747441254148725e-07,1.325104983422934e-13,1.6166238765435992e-06,0.9948607635498047,7.237407407956198e-05,3.359875699970871e-05,0.5138177275657654,happy,29,"{'Woman': np.float32(3.6071055), 'Man': np.float32(96.39289)}",0.95,Feliz
images\ffhq_1310.png,2.598245403551136e-11,1.2130097951481081e-14,2.4159465539241864e-09,0.99999755859375,1.1348984862991074e-08,7.791516765109918e-09,0.0002465474244672805,happy,38,"{'Woman': np.float32(99.999664), 'Man': np.float32(0.00033206047)}",0.92,Feliz
images\ffhq_1311.png,6.136213050922379e-05,1.2640121838103369e-07,0.11631199717521667,0.9987575531005859,0.0016322298906743526,0.004566884133964777,0.0016749526839703321,happy,41,"{'Woman': np.float32(99.73551), 'Man': np.float32(0.2644962)}",0.91,Feliz
images\ffhq_1312.png,0.09708398818969727,5.455351129057817e-05,0.051352014541625975,4.995590643375181e-05,0.8255029296875,0.0035809699911624193,0.026024181842803955,sad,30,"{'Woman': np.float32(99.99735), 'Man': np.float32(0.0026492865)}",0.9,Depresión
images\ffhq_1313.png,0.000643869920168072,5.873681220691651e-05,0.012612402439117432,0.8910671997070313,0.05791324004530907,0.0004288304771762341,0.10821625709533692,happy,26,"{'Woman': np.float32(66.77839), 'Man': np.float32(33.221607)}",0.91,Feliz
images\ffhq_1314.png,0.7417219543457031,0.011761897802352905,0.1325380325317383,0.004677589051425457,0.085381441116333,0.11352495849132538,0.027414631843566895,angry,23,"{'Woman': np.float32(0.009306789), 'Man': np.float32(99.99069)}",0.9,Enojado
images\ffhq_1315.png,1.5725497347438694e-13,3.216246554268154e-25,1.515775729386056e-15,0.999927978515625,1.2012447243511803e-12,4.252313701158528e-08,0.007204284425824881,happy,30,"{'Woman': np.float32(4.5375193e-05), 'Man': np.float32(99.999954)}",0.92,Feliz
images\ffhq_1317.png,0.24315235018730164,0.0012408278416842222,0.8650408983230591,0.03830180406570435,0.022530171871185303,0.016269277781248093,0.9279110717773438,neutral,33,"{'Woman': np.float32(6.849864), 'Man': np.float32(93.15014)}",0.97,Ansiedad
images\ffhq_1318.png,0.21565163135528564,1.1645104223134695e-06,0.005764415487647057,0.00152306305244565,0.669353187084198,0.0002338046469958499,0.9910747528076171,neutral,44,"{'Woman': np.float32(0.00030244727), 'Man': np.float32(99.9997)}",0.89,Depresión
images\ffhq_1319.png,0.13508230209350586,0.0923035740852356,0.03818033695220947,0.1276795119047165,0.6527590942382813,0.16882379353046417,0.17009023666381837,sad,25,"{'Woman': np.float32(0.016455881), 'Man': np.float32(99.983536)}",0.92,Depresión
images\ffhq_132.png,0.20439669489860535,1.4448338333750144e-05,0.20063095092773436,0.029393301010131836,0.7552627563476563,0.0007253208896145225,0.012661582231521607,sad,28,"{'Woman': np.float32(98.89846), 'Man': np.float32(1.1015394)}",0.94,Depresión
images\ffhq_1320.png,0.03875096797943115,2.6176442957659418e-11,3.2051154903456336e-06,0.20185025036334991,0.026584520936012268,3.2855332392500713e-05,0.9589643859863282,neutral,25,"{'Woman': np.float32(0.18959382), 'Man': np.float32(99.81041)}",0.96,Neutral
images\ffhq_1321.png,0.0075587616302073,0.0005502192070707679,0.023911593481898308,0.9054784393310547,0.6581928133964539,0.000474744476377964,0.08761471748352051,happy,28,"{'Woman': np.float32(0.036798418), 'Man': np.float32(99.9632)}",0.91,Feliz
images\ffhq_1322.png,0.055562105029821396,0.010397389531135559,0.020369713306427003,0.5472893142700195,0.013757179975509643,0.04853532463312149,0.417438850402832,happy,33,"{'Woman': np.float32(99.86097), 'Man': np.float32(0.1390356)}",0.91,Feliz
images\ffhq_1323.png,0.1417521983385086,3.4863755900005344e-06,0.16416627168655396,0.6484053039550781,0.26005175709724426,0.2938265037536621,0.05210849285125732,happy,18,"{'Woman': np.float32(99.278824), 'Man': np.float32(0.72116953)}",0.96,Feliz
images\ffhq_1324.png,0.08055768013000489,1.045392309606541e-05,0.013636443614959717,0.40654823303222654,0.13190916061401367,0.10626249760389328,0.36628578186035154,happy,37,"{'Woman': np.float32(12.053764), 'Man': np.float32(87.94623)}",0.92,Feliz
images\ffhq_1325.png,0.17990331649780272,0.21203970909118652,0.40033401489257814,0.11947686195373536,0.11202153205871582,0.026418640613555908,0.15972535133361818,fear,33,"{'Woman': np.float32(94.929504), 'Man': np.float32(5.0705)}",0.94,Estrés
images\ffhq_1326.png,0.07734104990959167,0.0005723039503209293,0.04439786076545715,0.9883241271972656,0.23838697373867035,0.03987909480929375,0.7669993042945862,happy,30,"{'Woman': np.float32(0.005197565), 'Man': np.float32(99.994804)}",0.94,Feliz
images\ffhq_1327.png,1.6489090981508525e-08,3.5988342839653187e-13,2.9238469423376046e-08,0.9994858551025391,3.020947133336449e-06,1.4681591892440338e-05,0.05140284076333046,happy,35,"{'Woman': np.float32(48.7203), 'Man': np.float32(51.2797)}",0.94,Feliz
images\ffhq_1328.png,0.12462664604187011,0.1282689952850342,0.2814337158203125,0.019025061279535294,0.40847408294677734,0.01635601744055748,0.05684276103973389,sad,22,"{'Woman': np.float32(8.755941e-05), 'Man': np.float32(99.999916)}",0.93,Depresión
images\ffhq_1329.png,0.5640851974487304,3.1588046067732023e-10,0.0309030469506979,0.012073623016476631,0.06313023567199708,1.2949061783729121e-05,0.37235469818115235,angry,30,"{'Woman': np.float32(0.0033686815), 'Man': np.float32(99.99663)}",0.93,Enojado
images\ffhq_133.png,0.8551772832870483,0.026564946398139,0.27168167114257813,0.42868133544921877,0.29066566467285154,0.0006156363524496555,0.014775574207305908,happy,27,"{'Woman': np.float32(0.004031938), 'Man': np.float32(99.99597)}",0.89,Enojado
images\ffhq_1330.png,8.442167199973483e-06,2.2046251000988615e-13,7.49256432754919e-05,0.9964315795898437,0.000593561097048223,3.0367875325509885e-08,0.3561599552631378,happy,27,"{'Woman': np.float32(75.87309), 'Man': np.float32(24.126907)}",0.0,Feliz
images\ffhq_1332.png,0.18786998748779296,2.7779633455793373e-06,0.5950979590415955,0.0035685331095010042,0.04201352119445801,0.0231112502515316,0.763898696899414,neutral,36,"{'Woman': np.float32(0.026972746), 'Man': np.float32(99.97303)}",0.97,Ansiedad
